DisciplineID,StudentID,SISStudentID,EventFacilityID,DisciplineEventCodeID,EventDate,EventReportingStaffID,DisciplineActionCodeID,ActionDate,ActionStaffID,ResolutionDate
1527,2937,537,1,69,'2010-05-24 00:00:00',6,9,'2010-05-31 00:00:00',1,
1528,2937,537,1,80,'2010-05-31 00:00:00',6,18,'2010-06-07 00:00:00',1,
1529,2937,537,1,67,'2010-08-07 00:00:00',6,32,'2010-08-14 00:00:00',1,
1530,2937,537,1,52,'2010-08-14 00:00:00',6,35,'2010-08-21 00:00:00',1,
1531,2937,537,1,9,'2010-08-21 00:00:00',6,2,'2010-08-28 00:00:00',1,
1532,2947,547,1,76,'2008-09-03 00:00:00',6,4,'2008-09-10 00:00:00',1,
1533,2957,557,5,69,'2008-09-10 00:00:00',6,9,'2008-09-17 00:00:00',1,
1534,2967,567,2,80,'2008-09-17 00:00:00',6,18,'2008-09-24 00:00:00',1,
1535,2977,577,5,67,'2008-09-24 00:00:00',6,32,'2008-10-01 00:00:00',1,
1536,2977,577,5,52,'2008-10-01 00:00:00',6,35,'2008-10-08 00:00:00',1,
1537,2977,577,5,9,'2008-10-08 00:00:00',6,2,'2008-10-15 00:00:00',1,
1538,2977,577,5,76,'2008-10-15 00:00:00',6,4,'2008-10-22 00:00:00',1,
1539,2977,577,5,69,'2008-10-22 00:00:00',6,9,'2008-10-29 00:00:00',1,
1540,2987,587,5,80,'2008-10-29 00:00:00',6,18,'2008-11-05 00:00:00',1,
1541,2987,587,5,67,'2008-11-05 00:00:00',6,32,'2008-11-12 00:00:00',1,
1542,2987,587,5,52,'2008-11-12 00:00:00',6,35,'2008-11-19 00:00:00',1,
1543,2987,587,5,9,'2008-11-19 00:00:00',6,2,'2008-11-26 00:00:00',1,
1544,2987,587,5,76,'2008-11-26 00:00:00',6,4,'2008-12-03 00:00:00',1,
1545,2987,587,5,69,'2008-12-03 00:00:00',6,9,'2008-12-10 00:00:00',1,
1546,2987,587,5,80,'2008-12-10 00:00:00',6,18,'2008-12-17 00:00:00',1,
1547,2997,597,2,67,'2008-12-17 00:00:00',6,32,'2008-12-24 00:00:00',1,
1548,2997,597,2,52,'2008-12-24 00:00:00',6,35,'2008-12-31 00:00:00',1,
1549,2997,597,2,9,'2008-12-31 00:00:00',6,2,'2009-01-07 00:00:00',1,
1550,2997,597,2,76,'2009-01-07 00:00:00',6,4,'2009-01-14 00:00:00',1,
1551,2997,597,2,69,'2009-01-14 00:00:00',6,9,'2009-01-21 00:00:00',1,
1552,2997,597,2,80,'2009-01-21 00:00:00',6,18,'2009-01-28 00:00:00',1,
1553,2997,597,2,67,'2009-01-28 00:00:00',6,32,'2009-02-04 00:00:00',1,
1554,2997,597,2,52,'2009-02-04 00:00:00',6,35,'2009-02-11 00:00:00',1,
1555,2997,597,2,9,'2009-02-11 00:00:00',6,2,'2009-02-18 00:00:00',1,
1556,3007,607,1,76,'2009-02-18 00:00:00',6,4,'2009-02-25 00:00:00',1,
1557,3007,607,1,69,'2009-02-25 00:00:00',6,9,'2009-03-04 00:00:00',1,
1558,3007,607,1,80,'2009-03-04 00:00:00',6,18,'2009-03-11 00:00:00',1,
1559,3007,607,1,67,'2009-03-11 00:00:00',6,32,'2009-03-18 00:00:00',1,
1560,3007,607,1,52,'2009-03-18 00:00:00',6,35,'2009-03-25 00:00:00',1,
1561,3007,607,1,9,'2009-03-25 00:00:00',6,2,'2009-04-01 00:00:00',1,
1562,3007,607,1,76,'2009-04-01 00:00:00',6,4,'2009-04-08 00:00:00',1,
1563,3007,607,1,69,'2009-04-08 00:00:00',6,9,'2009-04-15 00:00:00',1,
1572,3027,627,5,52,'2009-08-10 00:00:00',6,35,'2009-08-17 00:00:00',1,
1573,3027,627,5,9,'2009-08-17 00:00:00',6,2,'2009-08-24 00:00:00',1,
1574,3027,627,5,76,'2009-08-24 00:00:00',6,4,'2009-08-31 00:00:00',1,
1575,3037,637,1,69,'2009-08-31 00:00:00',6,9,'2009-09-07 00:00:00',1,
1576,3037,637,1,80,'2009-09-07 00:00:00',6,18,'2009-09-14 00:00:00',1,
1577,3037,637,1,67,'2009-09-14 00:00:00',6,32,'2009-09-21 00:00:00',1,
1578,3037,637,1,52,'2009-09-21 00:00:00',6,35,'2009-09-28 00:00:00',1,
1579,3037,637,1,9,'2009-09-28 00:00:00',6,2,'2009-10-05 00:00:00',1,
1580,3037,637,1,76,'2009-10-05 00:00:00',6,4,'2009-10-12 00:00:00',1,
1581,3037,637,1,69,'2009-10-12 00:00:00',6,9,'2009-10-19 00:00:00',1,
1582,3047,647,1,80,'2009-10-19 00:00:00',6,18,'2009-10-26 00:00:00',1,
1583,3047,647,1,67,'2009-10-26 00:00:00',6,32,'2009-11-02 00:00:00',1,
1584,3057,657,5,52,'2009-11-02 00:00:00',6,35,'2009-11-09 00:00:00',1,
1585,3057,657,5,9,'2009-11-09 00:00:00',6,2,'2009-11-16 00:00:00',1,
1586,3067,667,2,76,'2008-09-03 00:00:00',6,4,'2008-09-10 00:00:00',1,
1587,3077,677,5,69,'2008-09-10 00:00:00',6,9,'2008-09-17 00:00:00',1,
1588,3087,687,5,80,'2008-09-17 00:00:00',6,18,'2008-09-24 00:00:00',1,
1589,3087,687,5,67,'2008-09-24 00:00:00',6,32,'2008-10-01 00:00:00',1,
1590,3087,687,5,52,'2008-10-01 00:00:00',6,35,'2008-10-08 00:00:00',1,
1591,3087,687,5,9,'2008-10-08 00:00:00',6,2,'2008-10-15 00:00:00',1,
1592,3087,687,5,76,'2008-10-15 00:00:00',6,4,'2008-10-22 00:00:00',1,
1593,3097,697,2,69,'2008-10-22 00:00:00',6,9,'2008-10-29 00:00:00',1,
1594,3097,697,2,80,'2008-10-29 00:00:00',6,18,'2008-11-05 00:00:00',1,
1595,3097,697,2,67,'2008-11-05 00:00:00',6,32,'2008-11-12 00:00:00',1,
1596,3097,697,2,52,'2008-11-12 00:00:00',6,35,'2008-11-19 00:00:00',1,
1597,3097,697,2,9,'2008-11-19 00:00:00',6,2,'2008-11-26 00:00:00',1,
1598,3097,697,2,76,'2008-11-26 00:00:00',6,4,'2008-12-03 00:00:00',1,
1599,3097,697,2,69,'2008-12-03 00:00:00',6,9,'2008-12-10 00:00:00',1,
1600,3107,707,1,80,'2008-12-10 00:00:00',6,18,'2008-12-17 00:00:00',1,
1601,3107,707,1,67,'2008-12-17 00:00:00',6,32,'2008-12-24 00:00:00',1,
1602,3107,707,1,52,'2008-12-24 00:00:00',6,35,'2008-12-31 00:00:00',1,
1603,3107,707,1,9,'2008-12-31 00:00:00',6,2,'2009-01-07 00:00:00',1,
1604,3107,707,1,76,'2009-01-07 00:00:00',6,4,'2009-01-14 00:00:00',1,
1605,3107,707,1,69,'2009-01-14 00:00:00',6,9,'2009-01-21 00:00:00',1,
1606,3107,707,1,80,'2009-01-21 00:00:00',6,18,'2009-01-28 00:00:00',1,
1607,3107,707,1,67,'2009-01-28 00:00:00',6,32,'2009-02-04 00:00:00',1,
1608,3107,707,1,52,'2009-02-04 00:00:00',6,35,'2009-02-11 00:00:00',1,
1609,3117,717,1,9,'2009-02-11 00:00:00',6,2,'2009-02-18 00:00:00',1,
1610,3117,717,1,76,'2009-02-18 00:00:00',6,4,'2009-02-25 00:00:00',1,
1611,3117,717,1,69,'2009-02-25 00:00:00',6,9,'2009-03-04 00:00:00',1,
1612,3117,717,1,80,'2009-03-04 00:00:00',6,18,'2009-03-11 00:00:00',1,
1613,3117,717,1,67,'2009-03-11 00:00:00',6,32,'2009-03-18 00:00:00',1,
1614,3117,717,1,52,'2009-03-18 00:00:00',6,35,'2009-03-25 00:00:00',1,
1615,3117,717,1,9,'2009-03-25 00:00:00',6,2,'2009-04-01 00:00:00',1,
1616,3117,717,1,76,'2009-04-01 00:00:00',6,4,'2009-04-08 00:00:00',1,
1617,3127,727,5,69,'2009-04-08 00:00:00',6,9,'2009-04-15 00:00:00',1,
1618,3127,727,5,80,'2009-04-15 00:00:00',6,18,'2009-04-22 00:00:00',1,
1619,3127,727,5,67,'2009-04-22 00:00:00',6,32,'2009-04-29 00:00:00',1,
1620,3127,727,5,52,'2009-04-29 00:00:00',6,35,'2009-05-06 00:00:00',1,
1621,3127,727,5,9,'2009-05-06 00:00:00',6,2,'2009-05-13 00:00:00',1,
1622,3127,727,5,76,'2009-05-13 00:00:00',6,4,'2009-05-20 00:00:00',1,
1623,3127,727,5,69,'2009-05-20 00:00:00',6,9,'2009-05-27 00:00:00',1,
1624,3127,727,5,80,'2009-05-27 00:00:00',6,18,'2009-06-03 00:00:00',1,
1625,3137,737,1,67,'2009-08-03 00:00:00',6,32,'2009-08-10 00:00:00',1,
1626,3137,737,1,52,'2009-08-10 00:00:00',6,35,'2009-08-17 00:00:00',1,
1627,3137,737,1,9,'2009-08-17 00:00:00',6,2,'2009-08-24 00:00:00',1,
1628,3147,747,1,76,'2009-08-24 00:00:00',6,4,'2009-08-31 00:00:00',1,
1629,3147,747,1,69,'2009-08-31 00:00:00',6,9,'2009-09-07 00:00:00',1,
1630,3147,747,1,80,'2009-09-07 00:00:00',6,18,'2009-09-14 00:00:00',1,
1631,3147,747,1,67,'2009-09-14 00:00:00',6,32,'2009-09-21 00:00:00',1,
1632,3147,747,1,52,'2009-09-21 00:00:00',6,35,'2009-09-28 00:00:00',1,
1633,3147,747,1,9,'2009-09-28 00:00:00',6,2,'2009-10-05 00:00:00',1,
1634,3147,747,1,76,'2009-10-05 00:00:00',6,4,'2009-10-12 00:00:00',1,
1635,3157,757,5,69,'2009-10-12 00:00:00',6,9,'2009-10-19 00:00:00',1,
1636,3157,757,5,80,'2009-10-19 00:00:00',6,18,'2009-10-26 00:00:00',1,
1637,3157,757,5,67,'2009-10-26 00:00:00',6,32,'2009-11-02 00:00:00',1,
1638,3157,757,5,52,'2009-11-02 00:00:00',6,35,'2009-11-09 00:00:00',1,
1639,3167,767,2,9,'2009-11-09 00:00:00',6,2,'2009-11-16 00:00:00',1,
1640,3167,767,2,76,'2009-11-16 00:00:00',6,4,'2009-11-23 00:00:00',1,
1641,3167,767,2,69,'2009-11-23 00:00:00',6,9,'2009-11-30 00:00:00',1,
1642,3167,767,2,80,'2009-11-30 00:00:00',6,18,'2009-12-07 00:00:00',1,
1643,3167,767,2,67,'2009-12-07 00:00:00',6,32,'2009-12-14 00:00:00',1,
1644,3167,767,2,52,'2009-12-14 00:00:00',6,35,'2009-12-21 00:00:00',1,
1645,3177,777,5,9,'2009-12-21 00:00:00',6,2,'2009-12-28 00:00:00',1,
1646,3177,777,5,76,'2009-12-28 00:00:00',6,4,'2010-01-04 00:00:00',1,
1647,3177,777,5,69,'2010-01-04 00:00:00',6,9,'2010-01-11 00:00:00',1,
1648,3187,787,5,80,'2010-01-11 00:00:00',6,18,'2010-01-18 00:00:00',1,
1649,3187,787,5,67,'2010-01-18 00:00:00',6,32,'2010-01-25 00:00:00',1,
1650,3187,787,5,52,'2010-01-25 00:00:00',6,35,'2010-02-01 00:00:00',1,
1651,3187,787,5,9,'2010-02-01 00:00:00',6,2,'2010-02-08 00:00:00',1,
1652,3187,787,5,76,'2010-02-08 00:00:00',6,4,'2010-02-15 00:00:00',1,
1653,3197,797,2,69,'2008-09-03 00:00:00',6,9,'2008-09-10 00:00:00',1,
1654,3197,797,2,80,'2008-09-10 00:00:00',6,18,'2008-09-17 00:00:00',1,
1655,3197,797,2,67,'2008-09-17 00:00:00',6,32,'2008-09-24 00:00:00',1,
1656,3197,797,2,52,'2008-09-24 00:00:00',6,35,'2008-10-01 00:00:00',1,
1657,3197,797,2,9,'2008-10-01 00:00:00',6,2,'2008-10-08 00:00:00',1,
1658,3197,797,2,76,'2008-10-08 00:00:00',6,4,'2008-10-15 00:00:00',1,
1659,3197,797,2,69,'2008-10-15 00:00:00',6,9,'2008-10-22 00:00:00',1,
1660,3197,797,2,80,'2008-10-22 00:00:00',6,18,'2008-10-29 00:00:00',1,
1661,3197,797,2,67,'2008-10-29 00:00:00',6,32,'2008-11-05 00:00:00',1,
1662,3197,797,2,52,'2008-11-05 00:00:00',6,35,'2008-11-12 00:00:00',1,
1663,3197,797,2,9,'2008-11-12 00:00:00',6,2,'2008-11-19 00:00:00',1,
1664,3207,807,1,76,'2008-11-19 00:00:00',6,4,'2008-11-26 00:00:00',1,
1665,3207,807,1,69,'2008-11-26 00:00:00',6,9,'2008-12-03 00:00:00',1,
1666,3207,807,1,80,'2008-12-03 00:00:00',6,18,'2008-12-10 00:00:00',1,
1667,3207,807,1,67,'2008-12-10 00:00:00',6,32,'2008-12-17 00:00:00',1,
1668,3207,807,1,52,'2008-12-17 00:00:00',6,35,'2008-12-24 00:00:00',1,
1669,3207,807,1,9,'2008-12-24 00:00:00',6,2,'2008-12-31 00:00:00',1,
1670,3207,807,1,76,'2008-12-31 00:00:00',6,4,'2009-01-07 00:00:00',1,
1671,3207,807,1,69,'2009-01-07 00:00:00',6,9,'2009-01-14 00:00:00',1,
1672,3207,807,1,80,'2009-01-14 00:00:00',6,18,'2009-01-21 00:00:00',1,
1673,3217,817,1,67,'2009-01-21 00:00:00',6,32,'2009-01-28 00:00:00',1,
1674,3217,817,1,52,'2009-01-28 00:00:00',6,35,'2009-02-04 00:00:00',1,
1675,3217,817,1,9,'2009-02-04 00:00:00',6,2,'2009-02-11 00:00:00',1,
1676,3217,817,1,76,'2009-02-11 00:00:00',6,4,'2009-02-18 00:00:00',1,
1677,3227,827,5,69,'2009-02-18 00:00:00',6,9,'2009-02-25 00:00:00',1,
1678,3227,827,5,80,'2009-02-25 00:00:00',6,18,'2009-03-04 00:00:00',1,
1679,3227,827,5,67,'2009-03-04 00:00:00',6,32,'2009-03-11 00:00:00',1,
1680,3227,827,5,52,'2009-03-11 00:00:00',6,35,'2009-03-18 00:00:00',1,
1681,3227,827,5,9,'2009-03-18 00:00:00',6,2,'2009-03-25 00:00:00',1,
1682,3227,827,5,76,'2009-03-25 00:00:00',6,4,'2009-04-01 00:00:00',1,
1683,3237,837,1,69,'2009-04-01 00:00:00',6,9,'2009-04-08 00:00:00',1,
1684,3237,837,1,80,'2009-04-08 00:00:00',6,18,'2009-04-15 00:00:00',1,
1685,3237,837,1,67,'2009-04-15 00:00:00',6,32,'2009-04-22 00:00:00',1,
1686,3237,837,1,52,'2009-04-22 00:00:00',6,35,'2009-04-29 00:00:00',1,
1687,3237,837,1,9,'2009-04-29 00:00:00',6,2,'2009-05-06 00:00:00',1,
1688,3237,837,1,76,'2009-05-06 00:00:00',6,4,'2009-05-13 00:00:00',1,
1689,3237,837,1,69,'2009-05-13 00:00:00',6,9,'2009-05-20 00:00:00',1,
1690,3237,837,1,80,'2009-05-20 00:00:00',6,18,'2009-05-27 00:00:00',1,
1691,3247,847,1,67,'2009-05-27 00:00:00',6,32,'2009-06-03 00:00:00',1,
1692,3247,847,1,52,'2009-08-03 00:00:00',6,35,'2009-08-10 00:00:00',1,
1693,3247,847,1,9,'2009-08-10 00:00:00',6,2,'2009-08-17 00:00:00',1,
1694,3257,857,5,76,'2009-08-17 00:00:00',6,4,'2009-08-24 00:00:00',1,
1695,3257,857,5,69,'2009-08-24 00:00:00',6,9,'2009-08-31 00:00:00',1,
1696,3257,857,5,80,'2009-08-31 00:00:00',6,18,'2009-09-07 00:00:00',1,
1697,3257,857,5,67,'2009-09-07 00:00:00',6,32,'2009-09-14 00:00:00',1,
1698,3257,857,5,52,'2009-09-14 00:00:00',6,35,'2009-09-21 00:00:00',1,
1699,3257,857,5,9,'2009-09-21 00:00:00',6,2,'2009-09-28 00:00:00',1,
1700,3257,857,5,76,'2009-09-28 00:00:00',6,4,'2009-10-05 00:00:00',1,
1701,3267,867,2,69,'2009-10-05 00:00:00',6,9,'2009-10-12 00:00:00',1,
1702,3267,867,2,80,'2009-10-12 00:00:00',6,18,'2009-10-19 00:00:00',1,
1703,3277,877,5,67,'2009-10-19 00:00:00',6,32,'2009-10-26 00:00:00',1,
1704,3277,877,5,52,'2009-10-26 00:00:00',6,35,'2009-11-02 00:00:00',1,
1705,3277,877,5,9,'2009-11-02 00:00:00',6,2,'2009-11-09 00:00:00',1,
1706,3277,877,5,76,'2009-11-09 00:00:00',6,4,'2009-11-16 00:00:00',1,
1707,3277,877,5,69,'2009-11-16 00:00:00',6,9,'2009-11-23 00:00:00',1,
1708,3277,877,5,80,'2009-11-23 00:00:00',6,18,'2009-11-30 00:00:00',1,
1709,3277,877,5,67,'2009-11-30 00:00:00',6,32,'2009-12-07 00:00:00',1,
1710,3277,877,5,52,'2009-12-07 00:00:00',6,35,'2009-12-14 00:00:00',1,
1711,3277,877,5,9,'2009-12-14 00:00:00',6,2,'2009-12-21 00:00:00',1,
1712,3277,877,5,76,'2009-12-21 00:00:00',6,4,'2009-12-28 00:00:00',1,
1713,3277,877,5,69,'2009-12-28 00:00:00',6,9,'2010-01-04 00:00:00',1,
1714,3287,887,5,80,'2010-01-04 00:00:00',6,18,'2010-01-11 00:00:00',1,
1715,3287,887,5,67,'2010-01-11 00:00:00',6,32,'2010-01-18 00:00:00',1,
1716,3287,887,5,52,'2010-01-18 00:00:00',6,35,'2010-01-25 00:00:00',1,
1717,3287,887,5,9,'2010-01-25 00:00:00',6,2,'2010-02-01 00:00:00',1,
1718,3287,887,5,76,'2010-02-01 00:00:00',6,4,'2010-02-08 00:00:00',1,
1719,3287,887,5,69,'2010-02-08 00:00:00',6,9,'2010-02-15 00:00:00',1,
1720,3287,887,5,80,'2010-02-15 00:00:00',6,18,'2010-02-22 00:00:00',1,
1721,3287,887,5,67,'2010-02-22 00:00:00',6,32,'2010-03-01 00:00:00',1,
1722,3287,887,5,52,'2010-03-01 00:00:00',6,35,'2010-03-08 00:00:00',1,
1723,3287,887,5,9,'2010-03-08 00:00:00',6,2,'2010-03-15 00:00:00',1,
1724,3297,897,2,76,'2010-03-15 00:00:00',6,4,'2010-03-22 00:00:00',1,
1725,3297,897,2,69,'2010-03-22 00:00:00',6,9,'2010-03-29 00:00:00',1,
1726,3297,897,2,80,'2010-03-29 00:00:00',6,18,'2010-04-05 00:00:00',1,
1727,3297,897,2,67,'2010-04-05 00:00:00',6,32,'2010-04-12 00:00:00',1,
1728,3307,907,1,52,'2010-04-12 00:00:00',6,35,'2010-04-19 00:00:00',1,
1729,3307,907,1,9,'2010-04-19 00:00:00',6,2,'2010-04-26 00:00:00',1,
1730,3307,907,1,76,'2010-04-26 00:00:00',6,4,'2010-05-03 00:00:00',1,
1731,3307,907,1,69,'2010-05-03 00:00:00',6,9,'2010-05-10 00:00:00',1,
1732,3307,907,1,80,'2010-05-10 00:00:00',6,18,'2010-05-17 00:00:00',1,
1733,3307,907,1,67,'2010-05-17 00:00:00',6,32,'2010-05-24 00:00:00',1,
1734,3317,917,1,52,'2008-09-03 00:00:00',6,35,'2008-09-10 00:00:00',1,
1735,3317,917,1,9,'2008-09-10 00:00:00',6,2,'2008-09-17 00:00:00',1,
1736,3317,917,1,76,'2008-09-17 00:00:00',6,4,'2008-09-24 00:00:00',1,
1737,3317,917,1,69,'2008-09-24 00:00:00',6,9,'2008-10-01 00:00:00',1,
1738,3317,917,1,80,'2008-10-01 00:00:00',6,18,'2008-10-08 00:00:00',1,
1739,3317,917,1,67,'2008-10-08 00:00:00',6,32,'2008-10-15 00:00:00',1,
1740,3317,917,1,52,'2008-10-15 00:00:00',6,35,'2008-10-22 00:00:00',1,
1741,3317,917,1,9,'2008-10-22 00:00:00',6,2,'2008-10-29 00:00:00',1,
1742,3327,927,5,76,'2008-10-29 00:00:00',6,4,'2008-11-05 00:00:00',1,
1743,3327,927,5,69,'2008-11-05 00:00:00',6,9,'2008-11-12 00:00:00',1,
1744,3327,927,5,80,'2008-11-12 00:00:00',6,18,'2008-11-19 00:00:00',1,
1745,3337,937,1,67,'2008-11-19 00:00:00',6,32,'2008-11-26 00:00:00',1,
1746,3337,937,1,52,'2008-11-26 00:00:00',6,35,'2008-12-03 00:00:00',1,
1747,3337,937,1,9,'2008-12-03 00:00:00',6,2,'2008-12-10 00:00:00',1,
1748,3337,937,1,76,'2008-12-10 00:00:00',6,4,'2008-12-17 00:00:00',1,
1749,3337,937,1,69,'2008-12-17 00:00:00',6,9,'2008-12-24 00:00:00',1,
1750,3337,937,1,80,'2008-12-24 00:00:00',6,18,'2008-12-31 00:00:00',1,
1751,3337,937,1,67,'2008-12-31 00:00:00',6,32,'2009-01-07 00:00:00',1,
1752,3347,947,1,52,'2009-01-07 00:00:00',6,35,'2009-01-14 00:00:00',1,
1753,3347,947,1,9,'2009-01-14 00:00:00',6,2,'2009-01-21 00:00:00',1,
1754,3357,957,5,76,'2009-01-21 00:00:00',6,4,'2009-01-28 00:00:00',1,
1755,3357,957,5,69,'2009-01-28 00:00:00',6,9,'2009-02-04 00:00:00',1,
1756,3357,957,5,80,'2009-02-04 00:00:00',6,18,'2009-02-11 00:00:00',1,
1757,3357,957,5,67,'2009-02-11 00:00:00',6,32,'2009-02-18 00:00:00',1,
1758,3357,957,5,52,'2009-02-18 00:00:00',6,35,'2009-02-25 00:00:00',1,
1759,3357,957,5,9,'2009-02-25 00:00:00',6,2,'2009-03-04 00:00:00',1,
1760,3357,957,5,76,'2009-03-04 00:00:00',6,4,'2009-03-11 00:00:00',1,
1761,3357,957,5,69,'2009-03-11 00:00:00',6,9,'2009-03-18 00:00:00',1,
1762,3357,957,5,80,'2009-03-18 00:00:00',6,18,'2009-03-25 00:00:00',1,
1763,3357,957,5,67,'2009-03-25 00:00:00',6,32,'2009-04-01 00:00:00',1,
1764,3357,957,5,52,'2009-04-01 00:00:00',6,35,'2009-04-08 00:00:00',1,
1765,3367,967,2,9,'2009-04-08 00:00:00',6,2,'2009-04-15 00:00:00',1,
1766,3367,967,2,76,'2009-04-15 00:00:00',6,4,'2009-04-22 00:00:00',1,
1767,3367,967,2,69,'2009-04-22 00:00:00',6,9,'2009-04-29 00:00:00',1,
1768,3367,967,2,80,'2009-04-29 00:00:00',6,18,'2009-05-06 00:00:00',1,
1769,3367,967,2,67,'2009-05-06 00:00:00',6,32,'2009-05-13 00:00:00',1,
1770,3367,967,2,52,'2009-05-13 00:00:00',6,35,'2009-05-20 00:00:00',1,
1771,3367,967,2,9,'2009-05-20 00:00:00',6,2,'2009-05-27 00:00:00',1,
1772,3367,967,2,76,'2009-05-27 00:00:00',6,4,'2009-06-03 00:00:00',1,
1773,3367,967,2,69,'2009-08-03 00:00:00',6,9,'2009-08-10 00:00:00',1,
1774,3367,967,2,80,'2009-08-10 00:00:00',6,18,'2009-08-17 00:00:00',1,
1775,3377,977,5,67,'2009-08-17 00:00:00',6,32,'2009-08-24 00:00:00',1,
1776,3377,977,5,52,'2009-08-24 00:00:00',6,35,'2009-08-31 00:00:00',1,
1777,3377,977,5,9,'2009-08-31 00:00:00',6,2,'2009-09-07 00:00:00',1,
1778,3377,977,5,76,'2009-09-07 00:00:00',6,4,'2009-09-14 00:00:00',1,
1779,3377,977,5,69,'2009-09-14 00:00:00',6,9,'2009-09-21 00:00:00',1,
1780,3377,977,5,80,'2009-09-21 00:00:00',6,18,'2009-09-28 00:00:00',1,
1781,3377,977,5,67,'2009-09-28 00:00:00',6,32,'2009-10-05 00:00:00',1,
1782,3377,977,5,52,'2009-10-05 00:00:00',6,35,'2009-10-12 00:00:00',1,
1783,3377,977,5,9,'2009-10-12 00:00:00',6,2,'2009-10-19 00:00:00',1,
1784,3377,977,5,76,'2009-10-19 00:00:00',6,4,'2009-10-26 00:00:00',1,
1785,3377,977,5,69,'2009-10-26 00:00:00',6,9,'2009-11-02 00:00:00',1,
1786,3387,987,5,80,'2009-11-02 00:00:00',6,18,'2009-11-09 00:00:00',1,
1787,3387,987,5,67,'2009-11-09 00:00:00',6,32,'2009-11-16 00:00:00',1,
1788,3387,987,5,52,'2009-11-16 00:00:00',6,35,'2009-11-23 00:00:00',1,
1789,3387,987,5,9,'2009-11-23 00:00:00',6,2,'2009-11-30 00:00:00',1,
1790,3387,987,5,76,'2009-11-30 00:00:00',6,4,'2009-12-07 00:00:00',1,
1791,3387,987,5,69,'2009-12-07 00:00:00',6,9,'2009-12-14 00:00:00',1,
1792,3387,987,5,80,'2009-12-14 00:00:00',6,18,'2009-12-21 00:00:00',1,
1793,3387,987,5,67,'2009-12-21 00:00:00',6,32,'2009-12-28 00:00:00',1,
1794,3397,997,2,52,'2009-12-28 00:00:00',6,35,'2010-01-04 00:00:00',1,
1795,3397,997,2,9,'2010-01-04 00:00:00',6,2,'2010-01-11 00:00:00',1,
1796,3397,997,2,76,'2010-01-11 00:00:00',6,4,'2010-01-18 00:00:00',1,
1797,3407,1007,1,69,'2010-01-18 00:00:00',6,9,'2010-01-25 00:00:00',1,
1798,3407,1007,1,80,'2010-01-25 00:00:00',6,18,'2010-02-01 00:00:00',1,
1799,3407,1007,1,67,'2010-02-01 00:00:00',6,32,'2010-02-08 00:00:00',1,
1800,3407,1007,1,52,'2010-02-08 00:00:00',6,35,'2010-02-15 00:00:00',1,
1801,3407,1007,1,9,'2010-02-15 00:00:00',6,2,'2010-02-22 00:00:00',1,
1802,3407,1007,1,76,'2010-02-22 00:00:00',6,4,'2010-03-01 00:00:00',1,
1803,3407,1007,1,69,'2010-03-01 00:00:00',6,9,'2010-03-08 00:00:00',1,
1804,3417,1017,1,80,'2010-03-08 00:00:00',6,18,'2010-03-15 00:00:00',1,
1805,3417,1017,1,67,'2010-03-15 00:00:00',6,32,'2010-03-22 00:00:00',1,
1806,3417,1017,1,52,'2010-03-22 00:00:00',6,35,'2010-03-29 00:00:00',1,
1807,3417,1017,1,9,'2010-03-29 00:00:00',6,2,'2010-04-05 00:00:00',1,
1808,3417,1017,1,76,'2010-04-05 00:00:00',6,4,'2010-04-12 00:00:00',1,
1809,3417,1017,1,69,'2010-04-12 00:00:00',6,9,'2010-04-19 00:00:00',1,
1810,3417,1017,1,80,'2010-04-19 00:00:00',6,18,'2010-04-26 00:00:00',1,
1811,3417,1017,1,67,'2010-04-26 00:00:00',6,32,'2010-05-03 00:00:00',1,
1812,3417,1017,1,52,'2010-05-03 00:00:00',6,35,'2010-05-10 00:00:00',1,
1813,3427,1027,5,9,'2010-05-10 00:00:00',6,2,'2010-05-17 00:00:00',1,
1814,3427,1027,5,76,'2010-05-17 00:00:00',6,4,'2010-05-24 00:00:00',1,
1815,3437,1037,1,69,'2010-05-24 00:00:00',6,9,'2010-05-31 00:00:00',1,
1816,3437,1037,1,80,'2010-05-31 00:00:00',6,18,'2010-06-07 00:00:00',1,
1817,3437,1037,1,67,'2010-08-07 00:00:00',6,32,'2010-08-14 00:00:00',1,
1818,3437,1037,1,52,'2010-08-14 00:00:00',6,35,'2010-08-21 00:00:00',1,
1819,3437,1037,1,9,'2010-08-21 00:00:00',6,2,'2010-08-28 00:00:00',1,
1820,3437,1037,1,76,'2010-08-28 00:00:00',6,4,'2010-09-04 00:00:00',1,
1821,3447,1047,1,69,'2008-09-03 00:00:00',6,9,'2008-09-10 00:00:00',1,
1822,3447,1047,1,80,'2008-09-10 00:00:00',6,18,'2008-09-17 00:00:00',1,
1823,3447,1047,1,67,'2008-09-17 00:00:00',6,32,'2008-09-24 00:00:00',1,
1824,3447,1047,1,52,'2008-09-24 00:00:00',6,35,'2008-10-01 00:00:00',1,
1825,3447,1047,1,9,'2008-10-01 00:00:00',6,2,'2008-10-08 00:00:00',1,
1826,3447,1047,1,76,'2008-10-08 00:00:00',6,4,'2008-10-15 00:00:00',1,
1827,3447,1047,1,69,'2008-10-15 00:00:00',6,9,'2008-10-22 00:00:00',1,
1828,3447,1047,1,80,'2008-10-22 00:00:00',6,18,'2008-10-29 00:00:00',1,
1829,3447,1047,1,67,'2008-10-29 00:00:00',6,32,'2008-11-05 00:00:00',1,
