StandardizedTestDomainScoreID,StandardizedTestScoreID,StandardizedTestDomainID,RawScore,PossibleRawScore
3693,692,16,8.00,8.00
3694,693,1,4.00,6.00
3695,693,2,0.00,0.00
3696,693,3,6.00,8.00
3697,693,4,0.00,0.00
3698,693,5,0.00,0.00
3699,693,6,23.00,36.00
3700,694,1,5.00,8.00
3701,694,2,0.00,0.00
3702,694,3,9.00,12.00
3703,694,4,21.00,30.00
3704,694,5,0.00,0.00
3705,694,6,0.00,0.00
3706,695,7,11.00,12.00
3707,695,8,0.00,0.00
3708,695,9,7.00,9.00
3709,695,10,4.00,6.00
3710,695,11,22.00,33.00
3711,696,7,0.00,0.00
3712,696,8,0.00,0.00
3713,696,9,0.00,0.00
3714,696,10,0.00,0.00
3715,696,11,0.00,0.00
3716,697,12,0.00,0.00
3717,697,13,0.00,0.00
3718,697,14,0.00,0.00
3719,697,15,0.00,0.00
3720,697,16,5.00,8.00
3721,698,12,0.00,0.00
3722,698,13,0.00,0.00
3723,698,14,0.00,0.00
3724,698,15,0.00,0.00
3725,698,16,8.00,8.00
3726,699,1,7.00,8.00
3727,699,2,0.00,0.00
3728,699,3,10.00,12.00
3729,699,4,25.00,30.00
3730,699,5,0.00,0.00
3731,699,6,0.00,0.00
3732,700,1,5.00,6.00
3733,700,2,0.00,0.00
3734,700,3,7.00,8.00
3735,700,4,0.00,0.00
3736,700,5,0.00,0.00
3737,700,6,34.00,36.00
3738,701,7,11.00,12.00
3739,701,8,0.00,0.00
3740,701,9,8.00,9.00
3741,701,10,6.00,6.00
3742,701,11,28.00,33.00
3743,702,7,0.00,0.00
3744,702,8,0.00,0.00
3745,702,9,0.00,0.00
3746,702,10,0.00,0.00
3747,702,11,0.00,0.00
3748,703,12,0.00,0.00
3749,703,13,0.00,0.00
3750,703,14,0.00,0.00
3751,703,15,0.00,0.00
3752,703,16,6.00,8.00
3753,704,12,0.00,0.00
3754,704,13,0.00,0.00
3755,704,14,0.00,0.00
3756,704,15,0.00,0.00
3757,704,16,8.00,8.00
3758,705,1,8.00,8.00
3759,705,2,0.00,0.00
3760,705,3,11.00,12.00
3761,705,4,23.00,30.00
3762,705,5,0.00,0.00
3763,705,6,0.00,0.00
3764,706,1,5.00,6.00
3765,706,2,0.00,0.00
3766,706,3,8.00,8.00
3767,706,4,0.00,0.00
3768,706,5,0.00,0.00
3769,706,6,32.00,36.00
3770,707,7,0.00,0.00
3771,707,8,0.00,0.00
3772,707,9,0.00,0.00
3773,707,10,0.00,0.00
3774,707,11,0.00,0.00
3775,708,7,12.00,12.00
3776,708,8,0.00,0.00
3777,708,9,8.00,9.00
3778,708,10,6.00,6.00
3779,708,11,23.00,33.00
3780,709,12,0.00,0.00
3781,709,13,0.00,0.00
3782,709,14,0.00,0.00
3783,709,15,0.00,0.00
3784,709,16,8.00,8.00
3785,710,12,0.00,0.00
3786,710,13,0.00,0.00
3787,710,14,0.00,0.00
3788,710,15,0.00,0.00
3789,710,16,8.00,8.00
3790,711,1,2.00,6.00
3791,711,2,0.00,0.00
3792,711,3,7.00,8.00
3793,711,4,0.00,0.00
3794,711,5,0.00,0.00
3795,711,6,25.00,36.00
3796,712,1,7.00,8.00
3797,712,2,0.00,0.00
3798,712,3,9.00,12.00
3799,712,4,23.00,30.00
3800,712,5,0.00,0.00
3801,712,6,0.00,0.00
3802,713,7,0.00,0.00
3803,713,8,0.00,0.00
3804,713,9,0.00,0.00
3805,713,10,0.00,0.00
3806,713,11,0.00,0.00
3807,714,7,12.00,12.00
3808,714,8,0.00,0.00
3809,714,9,7.00,9.00
3810,714,10,5.00,6.00
3811,714,11,29.00,33.00
3812,715,12,0.00,0.00
3813,715,13,0.00,0.00
3814,715,14,0.00,0.00
3815,715,15,0.00,0.00
3816,715,16,7.00,8.00
3817,716,12,0.00,0.00
3818,716,13,0.00,0.00
3819,716,14,0.00,0.00
3820,716,15,0.00,0.00
3821,716,16,7.00,8.00
3822,717,1,5.00,6.00
3823,717,2,0.00,0.00
3824,717,3,7.00,8.00
3825,717,4,0.00,0.00
3826,717,5,0.00,0.00
3827,717,6,35.00,36.00
3828,718,1,8.00,8.00
3829,718,2,0.00,0.00
3830,718,3,12.00,12.00
3831,718,4,27.00,30.00
3832,718,5,0.00,0.00
3833,718,6,0.00,0.00
3834,719,7,0.00,0.00
3835,719,8,0.00,0.00
3836,719,9,0.00,0.00
3837,719,10,0.00,0.00
3838,719,11,0.00,0.00
3839,720,7,12.00,12.00
3840,720,8,0.00,0.00
3841,720,9,6.00,9.00
3842,720,10,6.00,6.00
3843,720,11,25.00,33.00
3844,721,12,0.00,0.00
3845,721,13,0.00,0.00
3846,721,14,0.00,0.00
3847,721,15,0.00,0.00
3848,721,16,8.00,8.00
3849,722,12,0.00,0.00
3850,722,13,0.00,0.00
3851,722,14,0.00,0.00
3852,722,15,0.00,0.00
3853,722,16,8.00,8.00
3854,723,1,3.00,6.00
3855,723,2,0.00,0.00
3856,723,3,8.00,8.00
3857,723,4,0.00,0.00
3858,723,5,0.00,0.00
3859,723,6,32.00,36.00
3860,724,1,8.00,8.00
3861,724,2,0.00,0.00
3862,724,3,11.00,12.00
3863,724,4,28.00,30.00
3864,724,5,0.00,0.00
3865,724,6,0.00,0.00
3866,725,7,0.00,0.00
3867,725,8,0.00,0.00
3868,725,9,0.00,0.00
3869,725,10,0.00,0.00
3870,725,11,0.00,0.00
3871,726,7,12.00,12.00
3872,726,8,0.00,0.00
3873,726,9,6.00,9.00
3874,726,10,6.00,6.00
3875,726,11,25.00,33.00
3876,727,12,0.00,0.00
3877,727,13,0.00,0.00
3878,727,14,0.00,0.00
3879,727,15,0.00,0.00
3880,727,16,8.00,8.00
3881,728,12,0.00,0.00
3882,728,13,0.00,0.00
3883,728,14,0.00,0.00
3884,728,15,0.00,0.00
3885,728,16,8.00,8.00
3886,729,1,6.00,6.00
3887,729,2,0.00,0.00
3888,729,3,8.00,8.00
3889,729,4,0.00,0.00
3890,729,5,0.00,0.00
3891,729,6,31.00,36.00
3892,730,1,8.00,8.00
3893,730,2,0.00,0.00
3894,730,3,11.00,12.00
3895,730,4,27.00,30.00
3896,730,5,0.00,0.00
3897,730,6,0.00,0.00
3898,731,7,0.00,0.00
3899,731,8,0.00,0.00
3900,731,9,0.00,0.00
3901,731,10,0.00,0.00
3902,731,11,0.00,0.00
3903,732,7,12.00,12.00
3904,732,8,0.00,0.00
3905,732,9,9.00,9.00
3906,732,10,6.00,6.00
3907,732,11,33.00,33.00
3908,733,12,0.00,0.00
3909,733,13,0.00,0.00
3910,733,14,0.00,0.00
3911,733,15,0.00,0.00
3912,733,16,7.00,8.00
3913,734,12,0.00,0.00
3914,734,13,0.00,0.00
3915,734,14,0.00,0.00
3916,734,15,0.00,0.00
3917,734,16,8.00,8.00
3918,735,1,5.00,6.00
3919,735,2,0.00,0.00
3920,735,3,7.00,8.00
3921,735,4,0.00,0.00
3922,735,5,0.00,0.00
3923,735,6,27.00,36.00
3924,736,1,7.00,8.00
3925,736,2,0.00,0.00
3926,736,3,8.00,12.00
3927,736,4,28.00,30.00
3928,736,5,0.00,0.00
3929,736,6,0.00,0.00
3930,737,7,0.00,0.00
3931,737,8,0.00,0.00
3932,737,9,0.00,0.00
3933,737,10,0.00,0.00
3934,737,11,0.00,0.00
3935,738,7,9.00,12.00
3936,738,8,0.00,0.00
3937,738,9,3.00,9.00
3938,738,10,4.00,6.00
3939,738,11,23.00,33.00
3940,739,12,0.00,0.00
3941,739,13,0.00,0.00
3942,739,14,0.00,0.00
3943,739,15,0.00,0.00
3944,739,16,7.00,8.00
3945,740,12,0.00,0.00
3946,740,13,0.00,0.00
3947,740,14,0.00,0.00
3948,740,15,0.00,0.00
3949,740,16,8.00,8.00
3950,741,1,2.00,6.00
3951,741,2,0.00,0.00
3952,741,3,7.00,8.00
3953,741,4,0.00,0.00
3954,741,5,0.00,0.00
3955,741,6,22.00,36.00
3956,742,1,6.00,8.00
3957,742,2,0.00,0.00
3958,742,3,9.00,12.00
3959,742,4,29.00,30.00
3960,742,5,0.00,0.00
3961,742,6,0.00,0.00
3962,743,7,11.00,12.00
3963,743,8,0.00,0.00
3964,743,9,9.00,9.00
3965,743,10,6.00,6.00
3966,743,11,26.00,33.00
3967,744,7,0.00,0.00
3968,744,8,0.00,0.00
3969,744,9,0.00,0.00
3970,744,10,0.00,0.00
3971,744,11,0.00,0.00
3972,745,12,0.00,0.00
3973,745,13,0.00,0.00
3974,745,14,0.00,0.00
3975,745,15,0.00,0.00
3976,745,16,8.00,8.00
3977,746,12,0.00,0.00
3978,746,13,0.00,0.00
3979,746,14,0.00,0.00
3980,746,15,0.00,0.00
3981,746,16,8.00,8.00
3982,747,1,4.00,6.00
3983,747,2,0.00,0.00
3984,747,3,7.00,8.00
3985,747,4,0.00,0.00
3986,747,5,0.00,0.00
3987,747,6,31.00,36.00
3988,748,1,7.00,8.00
3989,748,2,0.00,0.00
3990,748,3,10.00,12.00
3991,748,4,27.00,30.00
3992,748,5,0.00,0.00
3993,748,6,0.00,0.00
3994,749,7,11.00,12.00
3995,749,8,0.00,0.00
3996,749,9,7.00,9.00
3997,749,10,6.00,6.00
3998,749,11,31.00,33.00
3999,750,7,0.00,0.00
4000,750,8,0.00,0.00
4001,750,9,0.00,0.00
4002,750,10,0.00,0.00
4003,750,11,0.00,0.00
4004,751,12,0.00,0.00
4005,751,13,0.00,0.00
4006,751,14,0.00,0.00
4007,751,15,0.00,0.00
4008,751,16,8.00,8.00
4009,752,12,0.00,0.00
4010,752,13,0.00,0.00
4011,752,14,0.00,0.00
4012,752,15,0.00,0.00
4013,752,16,8.00,8.00
4014,753,1,1.00,6.00
4015,753,2,0.00,0.00
4016,753,3,2.00,8.00
4017,753,4,0.00,0.00
4018,753,5,0.00,0.00
4019,753,6,19.00,36.00
4020,754,1,6.00,8.00
4021,754,2,0.00,0.00
4022,754,3,10.00,12.00
4023,754,4,23.00,30.00
4024,754,5,0.00,0.00
4025,754,6,0.00,0.00
4026,755,7,0.00,0.00
4027,755,8,0.00,0.00
4028,755,9,0.00,0.00
4029,755,10,0.00,0.00
4030,755,11,0.00,0.00
4031,756,7,9.00,12.00
4032,756,8,0.00,0.00
4033,756,9,7.00,9.00
4034,756,10,3.00,6.00
4035,756,11,20.00,33.00
4036,757,12,0.00,0.00
4037,757,13,0.00,0.00
4038,757,14,0.00,0.00
4039,757,15,0.00,0.00
4040,757,16,5.00,8.00
4041,758,12,0.00,0.00
4042,758,13,0.00,0.00
4043,758,14,0.00,0.00
4044,758,15,0.00,0.00
4045,758,16,4.00,8.00
4046,759,1,3.00,6.00
4047,759,2,0.00,0.00
4048,759,3,8.00,8.00
4049,759,4,0.00,0.00
4050,759,5,0.00,0.00
4051,759,6,34.00,36.00
4052,760,1,8.00,8.00
4053,760,2,0.00,0.00
4054,760,3,11.00,12.00
4055,760,4,26.00,30.00
4056,760,5,0.00,0.00
4057,760,6,0.00,0.00
4058,761,7,0.00,0.00
4059,761,8,0.00,0.00
4060,761,9,0.00,0.00
4061,761,10,0.00,0.00
4062,761,11,0.00,0.00
4063,762,7,11.00,12.00
4064,762,8,0.00,0.00
4065,762,9,9.00,9.00
4066,762,10,6.00,6.00
4067,762,11,31.00,33.00
4068,763,12,0.00,0.00
4069,763,13,0.00,0.00
4070,763,14,0.00,0.00
4071,763,15,0.00,0.00
4072,763,16,8.00,8.00
4073,764,12,0.00,0.00
4074,764,13,0.00,0.00
4075,764,14,0.00,0.00
4076,764,15,0.00,0.00
4077,764,16,8.00,8.00
4078,765,1,5.00,6.00
4079,765,2,0.00,0.00
4080,765,3,8.00,8.00
4081,765,4,0.00,0.00
4082,765,5,0.00,0.00
4083,765,6,31.00,36.00
4084,766,1,7.00,8.00
4085,766,2,0.00,0.00
4086,766,3,12.00,12.00
4087,766,4,26.00,30.00
4088,766,5,0.00,0.00
4089,766,6,0.00,0.00
4090,767,7,0.00,0.00
4091,767,8,0.00,0.00
4092,767,9,0.00,0.00
4093,767,10,0.00,0.00
4094,767,11,0.00,0.00
4095,768,7,11.00,12.00
4096,768,8,0.00,0.00
4097,768,9,9.00,9.00
4098,768,10,6.00,6.00
4099,768,11,33.00,33.00
4100,769,12,0.00,0.00
4101,769,13,0.00,0.00
4102,769,14,0.00,0.00
4103,769,15,0.00,0.00
4104,769,16,8.00,8.00
4105,770,12,0.00,0.00
4106,770,13,0.00,0.00
4107,770,14,0.00,0.00
4108,770,15,0.00,0.00
4109,770,16,8.00,8.00
4110,771,1,4.00,6.00
4111,771,2,0.00,0.00
4112,771,3,8.00,8.00
4113,771,4,0.00,0.00
4114,771,5,0.00,0.00
4115,771,6,32.00,36.00
4116,772,1,8.00,8.00
4117,772,2,0.00,0.00
4118,772,3,12.00,12.00
4119,772,4,28.00,30.00
4120,772,5,0.00,0.00
4121,772,6,0.00,0.00
4122,773,7,12.00,12.00
4123,773,8,0.00,0.00
4124,773,9,9.00,9.00
4125,773,10,6.00,6.00
4126,773,11,33.00,33.00
4127,774,7,0.00,0.00
4128,774,8,0.00,0.00
4129,774,9,0.00,0.00
4130,774,10,0.00,0.00
4131,774,11,0.00,0.00
4132,775,12,0.00,0.00
4133,775,13,0.00,0.00
4134,775,14,0.00,0.00
4135,775,15,0.00,0.00
4136,775,16,8.00,8.00
4137,776,12,0.00,0.00
4138,776,13,0.00,0.00
4139,776,14,0.00,0.00
4140,776,15,0.00,0.00
4141,776,16,8.00,8.00
4142,777,1,6.00,6.00
4143,777,2,0.00,0.00
4144,777,3,8.00,8.00
4145,777,4,0.00,0.00
4146,777,5,0.00,0.00
4147,777,6,34.00,36.00
4148,778,1,8.00,8.00
4149,778,2,0.00,0.00
4150,778,3,12.00,12.00
4151,778,4,28.00,30.00
4152,778,5,0.00,0.00
4153,778,6,0.00,0.00
4154,779,7,0.00,0.00
4155,779,8,0.00,0.00
4156,779,9,0.00,0.00
4157,779,10,0.00,0.00
4158,779,11,0.00,0.00
4159,780,7,12.00,12.00
4160,780,8,0.00,0.00
4161,780,9,9.00,9.00
4162,780,10,6.00,6.00
4163,780,11,32.00,33.00
4164,781,12,0.00,0.00
4165,781,13,0.00,0.00
4166,781,14,0.00,0.00
4167,781,15,0.00,0.00
4168,781,16,8.00,8.00
4169,782,12,0.00,0.00
4170,782,13,0.00,0.00
4171,782,14,0.00,0.00
4172,782,15,0.00,0.00
4173,782,16,7.00,8.00
4174,783,1,7.00,8.00
4175,783,2,0.00,0.00
4176,783,3,10.00,12.00
4177,783,4,21.00,30.00
4178,783,5,0.00,0.00
4179,783,6,0.00,0.00
4180,784,7,10.00,12.00
4181,784,8,0.00,0.00
4182,784,9,7.00,9.00
4183,784,10,5.00,6.00
4184,784,11,28.00,33.00
4185,785,12,0.00,0.00
4186,785,13,0.00,0.00
4187,785,14,0.00,0.00
4188,785,15,0.00,0.00
4189,785,16,8.00,8.00
4190,786,1,3.00,6.00
4191,786,2,0.00,0.00
4192,786,3,4.00,8.00
4193,786,4,0.00,0.00
4194,786,5,0.00,0.00
4195,786,6,19.00,36.00
4196,787,1,7.00,8.00
4197,787,2,0.00,0.00
4198,787,3,9.00,12.00
4199,787,4,19.00,30.00
4200,787,5,0.00,0.00
4201,787,6,0.00,0.00
4202,788,7,10.00,12.00
4203,788,8,0.00,0.00
4204,788,9,8.00,9.00
4205,788,10,6.00,6.00
4206,788,11,18.00,33.00
4207,789,7,0.00,0.00
4208,789,8,0.00,0.00
4209,789,9,0.00,0.00
4210,789,10,0.00,0.00
4211,789,11,0.00,0.00
4212,790,12,0.00,0.00
4213,790,13,0.00,0.00
4214,790,14,0.00,0.00
4215,790,15,0.00,0.00
4216,790,16,3.00,8.00
4217,791,12,0.00,0.00
4218,791,13,0.00,0.00
4219,791,14,0.00,0.00
4220,791,15,0.00,0.00
4221,791,16,6.00,8.00
4222,792,1,7.00,8.00
4223,792,2,0.00,0.00
4224,792,3,10.00,12.00
4225,792,4,28.00,30.00
4226,792,5,0.00,0.00
4227,792,6,0.00,0.00
4228,793,1,5.00,6.00
4229,793,2,0.00,0.00
4230,793,3,8.00,8.00
4231,793,4,0.00,0.00
4232,793,5,0.00,0.00
4233,793,6,33.00,36.00
4234,794,7,0.00,0.00
4235,794,8,0.00,0.00
4236,794,9,0.00,0.00
4237,794,10,0.00,0.00
4238,794,11,0.00,0.00
4239,795,7,11.00,12.00
4240,795,8,0.00,0.00
4241,795,9,9.00,9.00
4242,795,10,6.00,6.00
4243,795,11,32.00,33.00
4244,796,12,0.00,0.00
4245,796,13,0.00,0.00
4246,796,14,0.00,0.00
4247,796,15,0.00,0.00
4248,796,16,7.00,8.00
4249,797,12,0.00,0.00
4250,797,13,0.00,0.00
4251,797,14,0.00,0.00
4252,797,15,0.00,0.00
4253,797,16,8.00,8.00
4254,798,1,4.00,6.00
4255,798,2,0.00,0.00
4256,798,3,4.00,8.00
4257,798,4,0.00,0.00
4258,798,5,0.00,0.00
4259,798,6,20.00,36.00
4260,799,1,4.00,8.00
4261,799,2,0.00,0.00
4262,799,3,10.00,12.00
4263,799,4,19.00,30.00
4264,799,5,0.00,0.00
4265,799,6,0.00,0.00
4266,800,7,10.00,12.00
4267,800,8,0.00,0.00
4268,800,9,8.00,9.00
4269,800,10,4.00,6.00
4270,800,11,19.00,33.00
4271,801,7,0.00,0.00
4272,801,8,0.00,0.00
4273,801,9,0.00,0.00
4274,801,10,0.00,0.00
4275,801,11,0.00,0.00
4276,802,12,0.00,0.00
4277,802,13,0.00,0.00
4278,802,14,0.00,0.00
4279,802,15,0.00,0.00
4280,802,16,4.00,8.00
4281,803,12,0.00,0.00
4282,803,13,0.00,0.00
4283,803,14,0.00,0.00
4284,803,15,0.00,0.00
4285,803,16,5.00,8.00
4286,804,1,5.00,8.00
4287,804,2,0.00,0.00
4288,804,3,9.00,12.00
4289,804,4,17.00,30.00
4290,804,5,0.00,0.00
4291,804,6,0.00,0.00
4292,805,1,2.00,6.00
4293,805,2,0.00,0.00
4294,805,3,5.00,8.00
4295,805,4,0.00,0.00
4296,805,5,0.00,0.00
4297,805,6,23.00,36.00
4298,806,7,0.00,0.00
4299,806,8,0.00,0.00
4300,806,9,0.00,0.00
4301,806,10,0.00,0.00
4302,806,11,0.00,0.00
4303,807,7,9.00,12.00
4304,807,8,0.00,0.00
4305,807,9,6.00,9.00
4306,807,10,3.00,6.00
4307,807,11,14.00,33.00
4308,808,12,0.00,0.00
4309,808,13,0.00,0.00
4310,808,14,0.00,0.00
4311,808,15,0.00,0.00
4312,808,16,8.00,8.00
4313,809,12,0.00,0.00
4314,809,13,0.00,0.00
4315,809,14,0.00,0.00
4316,809,15,0.00,0.00
4317,809,16,6.00,8.00
4318,810,1,4.00,6.00
4319,810,2,0.00,0.00
4320,810,3,6.00,8.00
4321,810,4,0.00,0.00
4322,810,5,0.00,0.00
4323,810,6,29.00,36.00
4324,811,1,7.00,8.00
4325,811,2,0.00,0.00
4326,811,3,11.00,12.00
4327,811,4,27.00,30.00
4328,811,5,0.00,0.00
4329,811,6,0.00,0.00
4330,812,7,0.00,0.00
4331,812,8,0.00,0.00
4332,812,9,0.00,0.00
4333,812,10,0.00,0.00
4334,812,11,0.00,0.00
4335,813,7,11.00,12.00
4336,813,8,0.00,0.00
4337,813,9,5.00,9.00
4338,813,10,4.00,6.00
4339,813,11,24.00,33.00
4340,814,12,0.00,0.00
4341,814,13,0.00,0.00
4342,814,14,0.00,0.00
4343,814,15,0.00,0.00
4344,814,16,7.00,8.00
4345,815,12,0.00,0.00
4346,815,13,0.00,0.00
4347,815,14,0.00,0.00
4348,815,15,0.00,0.00
4349,815,16,7.00,8.00
4350,816,1,5.00,6.00
4351,816,2,0.00,0.00
4352,816,3,5.00,8.00
4353,816,4,0.00,0.00
4354,816,5,0.00,0.00
4355,816,6,12.00,36.00
4356,817,1,7.00,8.00
4357,817,2,0.00,0.00
4358,817,3,8.00,12.00
4359,817,4,18.00,30.00
4360,817,5,0.00,0.00
4361,817,6,0.00,0.00
4362,818,7,7.00,12.00
4363,818,8,0.00,0.00
4364,818,9,6.00,9.00
4365,818,10,2.00,6.00
4366,818,11,17.00,33.00
4367,819,7,0.00,0.00
4368,819,8,0.00,0.00
4369,819,9,0.00,0.00
4370,819,10,0.00,0.00
4371,819,11,0.00,0.00
4372,820,12,0.00,0.00
4373,820,13,0.00,0.00
4374,820,14,0.00,0.00
4375,820,15,0.00,0.00
4376,820,16,6.00,8.00
4377,821,12,0.00,0.00
4378,821,13,0.00,0.00
4379,821,14,0.00,0.00
4380,821,15,0.00,0.00
4381,821,16,5.00,8.00
4382,822,1,8.00,8.00
4383,822,2,0.00,0.00
4384,822,3,12.00,12.00
4385,822,4,25.00,30.00
4386,822,5,0.00,0.00
4387,822,6,0.00,0.00
4388,823,1,6.00,6.00
4389,823,2,0.00,0.00
4390,823,3,8.00,8.00
4391,823,4,0.00,0.00
4392,823,5,0.00,0.00
4393,823,6,32.00,36.00
4394,824,7,0.00,0.00
4395,824,8,0.00,0.00
4396,824,9,0.00,0.00
4397,824,10,0.00,0.00
4398,824,11,0.00,0.00
4399,825,7,11.00,12.00
4400,825,8,0.00,0.00
4401,825,9,7.00,9.00
4402,825,10,5.00,6.00
4403,825,11,27.00,33.00
4404,826,12,0.00,0.00
4405,826,13,0.00,0.00
4406,826,14,0.00,0.00
4407,826,15,0.00,0.00
4408,826,16,6.00,8.00
4409,827,12,0.00,0.00
4410,827,13,0.00,0.00
4411,827,14,0.00,0.00
4412,827,15,0.00,0.00
4413,827,16,8.00,8.00
4414,828,1,2.00,6.00
4415,828,2,0.00,0.00
4416,828,3,7.00,8.00
4417,828,4,0.00,0.00
4418,828,5,0.00,0.00
4419,828,6,31.00,36.00
4420,829,1,8.00,8.00
4421,829,2,0.00,0.00
4422,829,3,11.00,12.00
4423,829,4,24.00,30.00
4424,829,5,0.00,0.00
4425,829,6,0.00,0.00
4426,830,7,11.00,12.00
4427,830,8,0.00,0.00
4428,830,9,9.00,9.00
4429,830,10,6.00,6.00
4430,830,11,25.00,33.00
4431,831,7,0.00,0.00
4432,831,8,0.00,0.00
4433,831,9,0.00,0.00
4434,831,10,0.00,0.00
4435,831,11,0.00,0.00
4436,832,12,0.00,0.00
4437,832,13,0.00,0.00
4438,832,14,0.00,0.00
4439,832,15,0.00,0.00
4440,832,16,8.00,8.00
4441,833,12,0.00,0.00
4442,833,13,0.00,0.00
4443,833,14,0.00,0.00
4444,833,15,0.00,0.00
4445,833,16,8.00,8.00
4446,834,1,6.00,8.00
4447,834,2,0.00,0.00
4448,834,3,11.00,12.00
4449,834,4,27.00,30.00
4450,834,5,0.00,0.00
4451,834,6,0.00,0.00
4452,835,1,3.00,6.00
4453,835,2,0.00,0.00
4454,835,3,8.00,8.00
4455,835,4,0.00,0.00
4456,835,5,0.00,0.00
4457,835,6,34.00,36.00
4458,836,7,0.00,0.00
4459,836,8,0.00,0.00
4460,836,9,0.00,0.00
4461,836,10,0.00,0.00
4462,836,11,0.00,0.00
4463,837,7,8.00,12.00
4464,837,8,0.00,0.00
4465,837,9,6.00,9.00
4466,837,10,4.00,6.00
4467,837,11,23.00,33.00
4468,838,12,0.00,0.00
4469,838,13,0.00,0.00
4470,838,14,0.00,0.00
4471,838,15,0.00,0.00
4472,838,16,6.00,8.00
4473,839,12,0.00,0.00
4474,839,13,0.00,0.00
4475,839,14,0.00,0.00
4476,839,15,0.00,0.00
4477,839,16,6.00,8.00
4478,840,1,5.00,6.00
4479,840,2,0.00,0.00
4480,840,3,7.00,8.00
4481,840,4,0.00,0.00
4482,840,5,0.00,0.00
4483,840,6,33.00,36.00
4484,841,1,7.00,8.00
4485,841,2,0.00,0.00
4486,841,3,11.00,12.00
4487,841,4,28.00,30.00
4488,841,5,0.00,0.00
4489,841,6,0.00,0.00
4490,842,7,0.00,0.00
4491,842,8,0.00,0.00
4492,842,9,0.00,0.00
4493,842,10,0.00,0.00
4494,842,11,0.00,0.00
4495,843,7,9.00,12.00
4496,843,8,0.00,0.00
4497,843,9,9.00,9.00
4498,843,10,6.00,6.00
4499,843,11,28.00,33.00
4500,844,12,0.00,0.00
4501,844,13,0.00,0.00
4502,844,14,0.00,0.00
4503,844,15,0.00,0.00
4504,844,16,8.00,8.00
4505,845,12,0.00,0.00
4506,845,13,0.00,0.00
4507,845,14,0.00,0.00
4508,845,15,0.00,0.00
4509,845,16,8.00,8.00
4510,846,1,4.00,6.00
4511,846,2,0.00,0.00
4512,846,3,6.00,8.00
4513,846,4,0.00,0.00
4514,846,5,0.00,0.00
4515,846,6,23.00,36.00
4516,847,1,5.00,8.00
4517,847,2,0.00,0.00
4518,847,3,10.00,12.00
4519,847,4,22.00,30.00
4520,847,5,0.00,0.00
4521,847,6,0.00,0.00
4522,848,7,0.00,0.00
4523,848,8,0.00,0.00
4524,848,9,0.00,0.00
4525,848,10,0.00,0.00
4526,848,11,0.00,0.00
4527,849,7,9.00,12.00
4528,849,8,0.00,0.00
4529,849,9,8.00,9.00
4530,849,10,5.00,6.00
4531,849,11,25.00,33.00
4532,850,12,0.00,0.00
4533,850,13,0.00,0.00
4534,850,14,0.00,0.00
4535,850,15,0.00,0.00
4536,850,16,7.00,8.00
4537,851,12,0.00,0.00
4538,851,13,0.00,0.00
4539,851,14,0.00,0.00
4540,851,15,0.00,0.00
4541,851,16,5.00,8.00
4542,852,1,5.00,6.00
4543,852,2,0.00,0.00
4544,852,3,7.00,8.00
4545,852,4,0.00,0.00
4546,852,5,0.00,0.00
4547,852,6,31.00,36.00
4548,853,1,7.00,8.00
4549,853,2,0.00,0.00
4550,853,3,10.00,12.00
4551,853,4,28.00,30.00
4552,853,5,0.00,0.00
4553,853,6,0.00,0.00
4554,854,7,0.00,0.00
4555,854,8,0.00,0.00
4556,854,9,0.00,0.00
4557,854,10,0.00,0.00
4558,854,11,0.00,0.00
4559,855,7,11.00,12.00
4560,855,8,0.00,0.00
4561,855,9,9.00,9.00
4562,855,10,6.00,6.00
4563,855,11,31.00,33.00
4564,856,12,0.00,0.00
4565,856,13,0.00,0.00
4566,856,14,0.00,0.00
4567,856,15,0.00,0.00
4568,856,16,8.00,8.00
4569,857,12,0.00,0.00
4570,857,13,0.00,0.00
4571,857,14,0.00,0.00
4572,857,15,0.00,0.00
4573,857,16,7.00,8.00
4574,858,1,3.00,6.00
4575,858,2,0.00,0.00
4576,858,3,7.00,8.00
4577,858,4,0.00,0.00
4578,858,5,0.00,0.00
4579,858,6,31.00,36.00
4580,859,1,6.00,8.00
4581,859,2,0.00,0.00
4582,859,3,10.00,12.00
4583,859,4,26.00,30.00
4584,859,5,0.00,0.00
4585,859,6,0.00,0.00
4586,860,7,0.00,0.00
4587,860,8,0.00,0.00
4588,860,9,0.00,0.00
4589,860,10,0.00,0.00
4590,860,11,0.00,0.00
4591,861,7,8.00,12.00
4592,861,8,0.00,0.00
4593,861,9,8.00,9.00
4594,861,10,6.00,6.00
4595,861,11,25.00,33.00
4596,862,12,0.00,0.00
4597,862,13,0.00,0.00
4598,862,14,0.00,0.00
4599,862,15,0.00,0.00
4600,862,16,6.00,8.00
4601,863,12,0.00,0.00
4602,863,13,0.00,0.00
4603,863,14,0.00,0.00
4604,863,15,0.00,0.00
4605,863,16,7.00,8.00
4606,864,1,3.00,6.00
4607,864,2,0.00,0.00
4608,864,3,8.00,8.00
4609,864,4,0.00,0.00
4610,864,5,0.00,0.00
4611,864,6,27.00,36.00
4612,865,1,8.00,8.00
4613,865,2,0.00,0.00
4614,865,3,10.00,12.00
4615,865,4,27.00,30.00
4616,865,5,0.00,0.00
4617,865,6,0.00,0.00
4618,866,7,9.00,12.00
4619,866,8,0.00,0.00
4620,866,9,9.00,9.00
4621,866,10,6.00,6.00
